Plant_Name,English name,Finnish name,Section,hankitaID,taksoni_nro,Status,Notes,Check,,,,
Salix repens,,,"P-O 	PUUTARHAKASVIT OSASTO",25757,9536,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Salix repens,,,"R-O 	ARBORETUM",25757,9536,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix repens,,,"R-O 	ARBORETUM",26819,9536,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix repens,,,"R-O 	ARBORETUM",26826,9536,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix repens,,,"S-O 	SYSTEMAATTINEN OSASTO",5981,9536,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Salix repens,,,"S-O 	SYSTEMAATTINEN OSASTO",34580,9536,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Salix repens,,,"T-2.9 	KÃ–LI VARAMAA",25757,9536,OSASTOLLA,,"T-2.9 	KÃ–LI VARAMAA",,,,
Salix repens,,,"V-8 	KESKUSNURMIKKO",34580,9536,OSASTOLLA,,"V-8 	KESKUSNURMIKKO",,,,
Salix repens,,,"X-TA 	TAIMISTO",55840,9536,OSASTOLLA,"Onko tÃ¤mÃ¤n mukana myÃ¶s S.hastata,04-1646?","X-TA 	TAIMISTO",,,,
Salix repens subsp. argentea,,,"K-23-2 	RANTAHIETIKKO (DYYNI)",52356,9537,OSASTOLLA,,"K-23-2 	RANTAHIETIKKO (DYYNI)",,,,
Salix repens subsp. argentea,,,"X-TA 	TAIMISTO",50442,9537,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Salix repens subsp. rosmarinifolia,,,"P-O 	PUUTARHAKASVIT OSASTO",5987,9542,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Salix repens subsp. rosmarinifolia,,,"R-O 	ARBORETUM",5987,9542,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix reticulata,,,"T-1.3 	PURONRANNAT",22072,9538,OSASTOLLA,,"T-1.3 	PURONRANNAT",,,,
Salix reticulata,,,"T-1.3 	PURONRANNAT",43816,9538,OSASTOLLA,,"T-1.3 	PURONRANNAT",,,,
Salix reticulata,,,"T-1.7.2 	KALKKIALUSTAN LUMIMAAT",22195,9538,OSASTOLLA,,"T-1.7.2 	KALKKIALUSTAN LUMIMAAT",,,,
Salix reticulata,,,"T-1.8.2 	SORAIKKO",22231,9538,OSASTOLLA,,"T-1.8.2 	SORAIKKO",,,,
Salix reticulata,,,"T-2.2 	PURONRANNAT",43816,9538,OSASTOLLA,,"T-2.2 	PURONRANNAT",,,,
Salix reticulata,,,"T-2.6.2 	KALKKIALUSTAN LUMIMAAT",22368,9538,OSASTOLLA,,"T-2.6.2 	KALKKIALUSTAN LUMIMAAT",,,,
Salix reticulata,,,"T-5.3 	PURONRANNAT",27828,9538,OSASTOLLA,,"T-5.3 	PURONRANNAT",,,,
Salix reticulata,,,"T-6.4 	LUMIMAAT",28342,9538,OSASTOLLA,,"T-6.4 	LUMIMAAT",,,,
Salix rorida,,,"R-O 	ARBORETUM",37083,9541,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix saposhnikovii,,,"R-O 	ARBORETUM",29049,9544,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix saposhnikovii,,,"R-O 	ARBORETUM",32164,9544,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix saxatilis,,,"T-5.3 	PURONRANNAT",45983,9545,OSASTOLLA,,"T-5.3 	PURONRANNAT",,,,
Salix saxatilis,,,"T-5.3 	PURONRANNAT",47349,9545,OSASTOLLA,,"T-5.3 	PURONRANNAT",,,,
Salix schwerinii,,,"R-O 	ARBORETUM",29051,9546,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix serissima,,,"R-O 	ARBORETUM",35646,9548,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix serpyllifolia,,,"T-4.5.1 	SILIKAATTIALUSTA",32224,9549,OSASTOLLA,,"T-4.5.1 	SILIKAATTIALUSTA",,,,
Salix serpyllifolia,,,"T-4.5.1 	SILIKAATTIALUSTA",32225,9549,OSASTOLLA,,"T-4.5.1 	SILIKAATTIALUSTA",,,,
Salix 'Sibirica',,,"R-O 	ARBORETUM",5391,9463,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix 'Sibirica',,,"R-O 	ARBORETUM",16883,9463,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix sp.,,,"R-O 	ARBORETUM",34980,9550,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix sp. (arctophila?),,,"X-TA 	TAIMISTO",55639,9553,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Salix sp. (GrÃ¶nlannista),,,"X-TA 	TAIMISTO",55638,9552,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Salix sp. ('itkupaju'),,,"R-O 	ARBORETUM",34981,9551,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix starkeana,,,"R-O 	ARBORETUM",5976,9554,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix triandra,,,"K-20-4 	PENSAIKKO",17460,9557,OSASTOLLA,,"K-20-4 	PENSAIKKO",,,,
Salix triandra,,,"K-8 	TERVALEPPÃ„KORPI",29010,9557,OSASTOLLA,,"K-8 	TERVALEPPÃ„KORPI",,,,
Salix triandra,,,"R-O 	ARBORETUM",17459,9557,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix uva-ursi,,,"T-6.5 	KALLIONKOLOT JA NIIDEN VÃ„LISET SORAIKOT",25055,9560,OSASTOLLA,,"T-6.5 	KALLIONKOLOT JA NIIDEN VÃ„LISET SORAIKOT",,,,
Salix viminalis,,,"H-O 	HYÃ–TYKASVI OSASTO",2751,9562,OSASTOLLA,reuna-alue,"H-O 	HYÃ–TYKASVI OSASTO",,,,
Salix viminalis,,,"R-O 	ARBORETUM",2751,9562,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix viminalis,,,"X-TA 	TAIMISTO",55886,9562,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Salix waldsteiniana,,,"T-4.10 	REUNA A",36746,9563,OSASTOLLA,,"T-4.10 	REUNA A",,,,
Salix x dasyclados,,,"R-O 	ARBORETUM",26832,9565,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix x dasyclados,,,"R-O 	ARBORETUM",37081,9565,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Salix x rubens 'Basfordiana',,,"X-TA 	TAIMISTO",55885,9567,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Salpiglossis sinuata 'Royale Mix',,,"P-O 	PUUTARHAKASVIT OSASTO",55921,9570,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Salsola kali,,,"K-23-4 	LOHKARE-JA KIVIKKORANTA",46711,9573,OSASTOLLA,,"K-23-4 	LOHKARE-JA KIVIKKORANTA",,,,
Salvia argentea,,,"S-O 	SYSTEMAATTINEN OSASTO",51494,9575,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Salvia argentea,,,"S-O 	SYSTEMAATTINEN OSASTO",54856,9575,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Salvia hians,,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",27716,9586,OSASTOLLA,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",,,,
Salvia hians,,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",57626,9586,OSASTOLLA,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",,,,
Salvia officinalis,,,"H-O 	HYÃ–TYKASVI OSASTO",50265,9590,OSASTOLLA,,"H-O 	HYÃ–TYKASVI OSASTO",,,,
Salvia officinalis,,,"H-O 	HYÃ–TYKASVI OSASTO",50265,9590,OSASTOLLA,,"H-O 	HYÃ–TYKASVI OSASTO",,,,
Salvia officinalis,,,"L-O 	LÃ„Ã„KEKASVI OSASTO",2007,9590,OSASTOLLA,,"L-O 	LÃ„Ã„KEKASVI OSASTO",,,,
Salvia officinalis,,,"L-O 	LÃ„Ã„KEKASVI OSASTO",23353,9590,OSASTOLLA,,"L-O 	LÃ„Ã„KEKASVI OSASTO",,,,
Salvia officinalis,,,"L-O 	LÃ„Ã„KEKASVI OSASTO",50265,9590,OSASTOLLA,,"L-O 	LÃ„Ã„KEKASVI OSASTO",,,,
Salvia pratensis,,,"K-24-7 	TIE- JA RATAVIERIKASVEJA",53579,9592,OSASTOLLA,,"K-24-7 	TIE- JA RATAVIERIKASVEJA",,,,
Salvia pratensis,,,"X-TA 	TAIMISTO",54497,9592,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Salvia sclarea,,,"H-11 	TUOKSUAINEKASVIT",53430,9593,OSASTOLLA,talvet sisÃ¤llÃ¤,"H-11 	TUOKSUAINEKASVIT",,,,
Salvia sclarea,,,"H-O 	HYÃ–TYKASVI OSASTO",41998,9593,OSASTOLLA,,"H-O 	HYÃ–TYKASVI OSASTO",,,,
Salvia sclarea,,,"H-O 	HYÃ–TYKASVI OSASTO",47678,9593,OSASTOLLA,,"H-O 	HYÃ–TYKASVI OSASTO",,,,
Salvia splendens 'Fire-Star',,,"P-O 	PUUTARHAKASVIT OSASTO",55922,9600,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Salvia stepposa,,,"S-O 	SYSTEMAATTINEN OSASTO",32166,9607,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Salvia verticillata,,,"K-24-1 	PELTOJEN JA PUUTARHOJEN RIKKARUOHOJA",49733,9608,OSASTOLLA,,"K-24-1 	PELTOJEN JA PUUTARHOJEN RIKKARUOHOJA",,,,
Salvia verticillata,,,"S-O 	SYSTEMAATTINEN OSASTO",20342,9608,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Salvia viridis,,,"S-O 	SYSTEMAATTINEN OSASTO",49996,9609,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Salvia viridis 'Bouquet',,,"S-O 	SYSTEMAATTINEN OSASTO",23503,9610,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Salvinia auriculata,,,"G-HA 	TROOPPINEN HUONE",18293,9613,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Salvinia auriculata,,,"G-HL 	LISÃ„YSHUONE",18293,9613,OSASTOLLA,,"G-HL 	LISÃ„YSHUONE",,,,
Salvinia natans,,,"G-HA 	TROOPPINEN HUONE",8360,9615,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Salvinia natans,,,"G-HL 	LISÃ„YSHUONE",8360,9615,OSASTOLLA,,"G-HL 	LISÃ„YSHUONE",,,,
Sambucus callicarpa,,,"R-O 	ARBORETUM",18817,9617,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Sambucus callicarpa,,,"R-O 	ARBORETUM",18819,9617,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Sambucus canadensis,,,"R-O 	ARBORETUM",29314,9618,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Sambucus coreana,,,"R-O 	ARBORETUM",25990,9620,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Sambucus kamtschatica,,,"R-O 	ARBORETUM",16186,9621,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Sambucus kamtschatica,,,"R-O 	ARBORETUM",25988,9621,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Sambucus kamtschatica,,,"R-O 	ARBORETUM",31024,9621,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Sambucus latipinna,,,"R-O 	ARBORETUM",30942,9622,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Sambucus racemosa,,Terttuselja,"K-24-4 	VILLIYTYNEITÃ„ PUUTARHAKASVEJA",2011,9625,OSASTOLLA,,"K-24-4 	VILLIYTYNEITÃ„ PUUTARHAKASVEJA",,,,
Sambucus racemosa,,Terttuselja,"P-A 	",2011,9625,OSASTOLLA,,"P-A 	",,,,
Sambucus racemosa,,Terttuselja,"S-O 	SYSTEMAATTINEN OSASTO",25638,9625,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Sambucus racemosa,,Terttuselja,"S-O 	SYSTEMAATTINEN OSASTO",25640,9625,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Sambucus racemosa 'Laciniata',,,"P-A 	",27329,9626,OSASTOLLA,,"P-A 	",,,,
Sambucus sibirica,,,"R-O 	ARBORETUM",14287,9627,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Sambucus sibirica,,,"R-O 	ARBORETUM",22889,9627,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Sambucus sibirica,,,"R-O 	ARBORETUM",25995,9627,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Samolus valerandi,,,"K-23-5 	RANTANIITTY",52525,9629,OSASTOLLA,,"K-23-5 	RANTANIITTY",,,,
Samolus valerandi,,,"S-O 	SYSTEMAATTINEN OSASTO",50409,9629,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Sanguinaria canadensis,,,"S-O 	SYSTEMAATTINEN OSASTO",7271,9631,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Sanguinaria canadensis,,,"S-O 	SYSTEMAATTINEN OSASTO",19217,9631,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Sanguisorba alpina,,,"T-5.3 	PURONRANNAT",27826,9632,OSASTOLLA,,"T-5.3 	PURONRANNAT",,,,
Sanguisorba canadensis,,,"T-5.8 	ALPIINISET KASVIT",33739,9633,OSASTOLLA,,"T-5.8 	ALPIINISET KASVIT",,,,
Sanguisorba minor,,,"H-4 	MAUSTEKASVIT",41989,9636,OSASTOLLA,,"H-4 	MAUSTEKASVIT",,,,
Sanguisorba minor,,,"H-4 	MAUSTEKASVIT",45818,9636,OSASTOLLA,,"H-4 	MAUSTEKASVIT",,,,
Sanguisorba minor,,,"K-16-2 	KALLIOKETO(CA-ALUSTA)",51828,9636,OSASTOLLA,,"K-16-2 	KALLIOKETO(CA-ALUSTA)",,,,
Sanguisorba minor,,,"K-17-1 	RINNEKEDOT",31357,9636,OSASTOLLA,,"K-17-1 	RINNEKEDOT",,,,
Sanguisorba minor,,,"T-5.8 	ALPIINISET KASVIT",27029,9636,OSASTOLLA,,"T-5.8 	ALPIINISET KASVIT",,,,
Sanguisorba minor,,,"T-5.8 	ALPIINISET KASVIT",57682,9636,OSASTOLLA,,"T-5.8 	ALPIINISET KASVIT",,,,
Sanguisorba officinalis,,,"K-24-9 	POLEMOKOREJA",6167,9637,OSASTOLLA,,"K-24-9 	POLEMOKOREJA",,,,
Sanguisorba officinalis,,,"K-24-9 	POLEMOKOREJA",34958,9637,OSASTOLLA,,"K-24-9 	POLEMOKOREJA",,,,
Sanguisorba officinalis,,,"L-O 	LÃ„Ã„KEKASVI OSASTO",54008,9637,OSASTOLLA,,"L-O 	LÃ„Ã„KEKASVI OSASTO",,,,
Sanguisorba officinalis,,,"S-O 	SYSTEMAATTINEN OSASTO",25577,9637,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Sanguisorba officinalis,,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",21788,9637,OSASTOLLA,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",,,,
Sanguisorba officinalis,,,"T-5.8 	ALPIINISET KASVIT",33737,9637,OSASTOLLA,,"T-5.8 	ALPIINISET KASVIT",,,,
Sanguisorba officinalis,,,"V-4 	PERGOLA",33737,9637,OSASTOLLA,,"V-4 	PERGOLA",,,,
Sanguisorba tenuifolia var. parviflora,,,"V-4 	PERGOLA",33738,9640,OSASTOLLA,,"V-4 	PERGOLA",,,,
Sanicula europaea,,,"K-7 	LEHTONIITTY",54434,9641,OSASTOLLA,,"K-7 	LEHTONIITTY",,,,
Sanicula europaea,,,"S-O 	SYSTEMAATTINEN OSASTO",54434,9641,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Sansevieria cylindrica,,,"G-HB 	KESÃ„SATEIDEN ALUE",5173,9642,OSASTOLLA,,"G-HB 	KESÃ„SATEIDEN ALUE",,,,
Sansevieria cylindrica,,,"G-HL 	LISÃ„YSHUONE",5173,9642,OSASTOLLA,,"G-HL 	LISÃ„YSHUONE",,,,
Sansevieria grandis,,,"G-HB 	KESÃ„SATEIDEN ALUE",2626,9644,OSASTOLLA,,"G-HB 	KESÃ„SATEIDEN ALUE",,,,
Sansevieria trifasciata,,,"G-HB 	KESÃ„SATEIDEN ALUE",2441,9648,OSASTOLLA,,"G-HB 	KESÃ„SATEIDEN ALUE",,,,
Sansevieria trifasciata,,,"G-HZ 	MUU PAIKKA RAKENNUKSESSA",2441,9648,OSASTOLLA,,"G-HZ 	MUU PAIKKA RAKENNUKSESSA",,,,
Sansevieria trifasciata 'Hahnii',,,"G-HB 	KESÃ„SATEIDEN ALUE",2439,9649,OSASTOLLA,,"G-HB 	KESÃ„SATEIDEN ALUE",,,,
Sansevieria trifasciata 'Hahnii',,,"G-HZ 	MUU PAIKKA RAKENNUKSESSA",2439,9649,OSASTOLLA,,"G-HZ 	MUU PAIKKA RAKENNUKSESSA",,,,
Sansevieria trifasciata 'Laurentii',,,"G-HA 	TROOPPINEN HUONE",5171,9650,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Sansevieria trifasciata 'Laurentii',,,"G-HB 	KESÃ„SATEIDEN ALUE",5172,9650,OSASTOLLA,,"G-HB 	KESÃ„SATEIDEN ALUE",,,,
Sanvitalia procumbens,,,"P-O 	PUUTARHAKASVIT OSASTO",49044,9653,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Sapindus mukorossi,,,"G-HB 	KESÃ„SATEIDEN ALUE",18295,9657,OSASTOLLA,,"G-HB 	KESÃ„SATEIDEN ALUE",,,,
Saponaria lutea,,,"T-4.2.3 	ELYNETUM",31176,9661,OSASTOLLA,,"T-4.2.3 	ELYNETUM",,,,
Saponaria lutea,,,"T-4.2.3 	ELYNETUM",42278,9661,OSASTOLLA,,"T-4.2.3 	ELYNETUM",,,,
Saponaria ocymoides,,,"S-O 	SYSTEMAATTINEN OSASTO",54241,9662,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Saponaria officinalis,,,"K-24-4 	VILLIYTYNEITÃ„ PUUTARHAKASVEJA",2013,9663,OSASTOLLA,,"K-24-4 	VILLIYTYNEITÃ„ PUUTARHAKASVEJA",,,,
Saponaria officinalis,,,"K-24-4 	VILLIYTYNEITÃ„ PUUTARHAKASVEJA",52617,9663,OSASTOLLA,,"K-24-4 	VILLIYTYNEITÃ„ PUUTARHAKASVEJA",,,,
Saponaria officinalis,,,"L-O 	LÃ„Ã„KEKASVI OSASTO",32386,9663,OSASTOLLA,,"L-O 	LÃ„Ã„KEKASVI OSASTO",,,,
Saponaria officinalis,,,"S-O 	SYSTEMAATTINEN OSASTO",2013,9663,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Saponaria officinalis,,,"S-O 	SYSTEMAATTINEN OSASTO",39198,9663,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Sarracenia purpurea,,,"G-HE 	LAUHKEA",2972,9674,OSASTOLLA,,"G-HE 	LAUHKEA",,,,
Satureja hortensis,,,"H-O 	HYÃ–TYKASVI OSASTO",51462,9680,OSASTOLLA,,"H-O 	HYÃ–TYKASVI OSASTO",,,,
Satureja montana,,,"H-O 	HYÃ–TYKASVI OSASTO",52678,9682,OSASTOLLA,,"H-O 	HYÃ–TYKASVI OSASTO",,,,
Satureja vulgaris,,,"K-6-1 	KUIVA LEHTO",6774,9684,OSASTOLLA,,"K-6-1 	KUIVA LEHTO",,,,
Satureja vulgaris,,,"K-6-1 	KUIVA LEHTO",6776,9684,OSASTOLLA,,"K-6-1 	KUIVA LEHTO",,,,
Sauromatum venosum,,,"G-HA 	TROOPPINEN HUONE",5098,9685,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Saururus cernuus,,,"G-HE 	LAUHKEA",18299,9686,OSASTOLLA,,"G-HE 	LAUHKEA",,,,
Saussurea alpina,,,"K-14 	LETTO",14535,9688,OSASTOLLA,,"K-14 	LETTO",,,,
Saussurea alpina,,,"K-14 	LETTO",41508,9688,OSASTOLLA,,"K-14 	LETTO",,,,
Saussurea alpina,,,"S-O 	SYSTEMAATTINEN OSASTO",35019,9688,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Saussurea alpina,,,"S-O 	SYSTEMAATTINEN OSASTO",54200,9688,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Saussurea alpina,,,"T-1.1 	SUURRUOHONIITYT",22001,9688,OSASTOLLA,,"T-1.1 	SUURRUOHONIITYT",,,,
Saussurea alpina,,,"T-1.1 	SUURRUOHONIITYT",54201,9688,ei havaintoa,,"T-1.1 	SUURRUOHONIITYT",,,,
Saussurea alpina,,,"T-1.3 	PURONRANNAT",57539,9688,OSASTOLLA,,"T-1.3 	PURONRANNAT",,,,
Saussurea alpina,,,"T-2.1 	TUNTURIKOIVIKOT",14534,9688,OSASTOLLA,,"T-2.1 	TUNTURIKOIVIKOT",,,,
Saussurea alpina,,,"T-2.1 	TUNTURIKOIVIKOT",46921,9688,OSASTOLLA,,"T-2.1 	TUNTURIKOIVIKOT",,,,
Saussurea alpina,,,"T-2.2.1 	PURONRANNAT (HAPAN KASVUALUSTA)",50783,9688,OSASTOLLA,,"T-2.2.1 	PURONRANNAT (HAPAN KASVUALUSTA)",,,,
Saussurea alpina,,,"T-4.2.3 	ELYNETUM",53594,9688,OSASTOLLA,,"T-4.2.3 	ELYNETUM",,,,
Saussurea amara,,,"S-O 	SYSTEMAATTINEN OSASTO",21730,9689,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Saussurea discolor,,,"T-4.6.2 	KALKKIALUSTA",42523,9691,OSASTOLLA,,"T-4.6.2 	KALKKIALUSTA",,,,
Saussurea discolor,,,"T-5.8 	ALPIINISET KASVIT",28287,9691,OSASTOLLA,,"T-5.8 	ALPIINISET KASVIT",,,,
Saxifraga aestivalis,,,"T-5.2 	PENSASVYÃ–HYKE",13714,9703,OSASTOLLA,,"T-5.2 	PENSASVYÃ–HYKE",,,,
Saxifraga aestivalis,,,"T-5.3 	PURONRANNAT",13715,9703,OSASTOLLA,,"T-5.3 	PURONRANNAT",,,,
Saxifraga aizoides,,,"T-1.2.2 	KALKKIALUSTAN SUOT",50557,9704,OSASTOLLA,,"T-1.2.2 	KALKKIALUSTAN SUOT",,,,
Saxifraga aizoides,,,"T-1.7.2 	KALKKIALUSTAN LUMIMAAT",56809,9704,OSASTOLLA,,"T-1.7.2 	KALKKIALUSTAN LUMIMAAT",,,,
Saxifraga aizoides,,,"T-2.2 	PURONRANNAT",43825,9704,OSASTOLLA,,"T-2.2 	PURONRANNAT",,,,
Saxifraga aizoides,,,"T-2.2.2 	PURONRANNAT (KALKKIALUSTA)",55083,9704,OSASTOLLA,,"T-2.2.2 	PURONRANNAT (KALKKIALUSTA)",,,,
Saxifraga aizoides,,,"T-6.5 	KALLIONKOLOT JA NIIDEN VÃ„LISET SORAIKOT",38769,9704,OSASTOLLA,,"T-6.5 	KALLIONKOLOT JA NIIDEN VÃ„LISET SORAIKOT",,,,
Saxifraga aizoides,,,"X-TA 	TAIMISTO",55083,9704,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Saxifraga aizoides (ym. GrÃ¶nlannista),,,"X-TA 	TAIMISTO",55637,9705,OSASTOLLA,sekamÃ¤tÃ¤s,"X-TA 	TAIMISTO",,,,
Saxifraga androsacea,,,"T-4.5.2 	KALKKIALUSTA",36459,9707,OSASTOLLA,,"T-4.5.2 	KALKKIALUSTA",,,,
Saxifraga Arendsii-hybr.,,,"S-O 	SYSTEMAATTINEN OSASTO",25530,9701,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Saxifraga aspera,,,"T-4.6.1 	SILIKAATTIALUSTA",16224,9710,OSASTOLLA,,"T-4.6.1 	SILIKAATTIALUSTA",,,,
Saxifraga aspera,,,"T-4.6.1 	SILIKAATTIALUSTA",53614,9710,OSASTOLLA,,"T-4.6.1 	SILIKAATTIALUSTA",,,,
Saxifraga bryoides,,,"T-4.5.1 	SILIKAATTIALUSTA",10672,9713,OSASTOLLA,,"T-4.5.1 	SILIKAATTIALUSTA",,,,
Saxifraga caesia,,,"T-4.2.2 	CARICETUM FIRMAE",54985,9715,OSASTOLLA,,"T-4.2.2 	CARICETUM FIRMAE",,,,
Saxifraga cernua,,,"T-1.7.2 	KALKKIALUSTAN LUMIMAAT",53870,9719,OSASTOLLA,,"T-1.7.2 	KALKKIALUSTAN LUMIMAAT",,,,
Saxifraga cernua,,,"T-1.7.2 	KALKKIALUSTAN LUMIMAAT",52344,9719,OSASTOLLA,,"T-1.7.2 	KALKKIALUSTAN LUMIMAAT",,,,
Saxifraga cernua,,,"T-2.2.2 	PURONRANNAT (KALKKIALUSTA)",53870,9719,OSASTOLLA,,"T-2.2.2 	PURONRANNAT (KALKKIALUSTA)",,,,
Saxifraga cernua,,,"T-6.11 	PURONRANNAT",28540,9719,OSASTOLLA,,"T-6.11 	PURONRANNAT",,,,
Saxifraga cespitosa,,,"K-16-1 	CA-/ULTRAEMÃ„KSINEN KALLIO",44865,9720,OSASTOLLA,,"K-16-1 	CA-/ULTRAEMÃ„KSINEN KALLIO",,,,
Saxifraga cotyledon,,,"T-2.2 	PURONRANNAT",42276,9722,OSASTOLLA,,"T-2.2 	PURONRANNAT",,,,
Saxifraga cotyledon,,,"T-2.7.2 	KALKKIALUSTAN KALLIOT",42276,9722,OSASTOLLA,,"T-2.7.2 	KALKKIALUSTAN KALLIOT",,,,
Saxifraga cotyledon,,,"T-4.6.1 	SILIKAATTIALUSTA",48301,9722,OSASTOLLA,,"T-4.6.1 	SILIKAATTIALUSTA",,,,
Saxifraga cuneifolia,,,"T-4.5.1 	SILIKAATTIALUSTA",11376,9723,OSASTOLLA,,"T-4.5.1 	SILIKAATTIALUSTA",,,,
Saxifraga cuneifolia,,,"T-4.5.1 	SILIKAATTIALUSTA",36310,9723,OSASTOLLA,,"T-4.5.1 	SILIKAATTIALUSTA",,,,
Saxifraga exarata,,,"T-4.6.1 	SILIKAATTIALUSTA",16554,9726,OSASTOLLA,,"T-4.6.1 	SILIKAATTIALUSTA",,,,
Saxifraga exarata,,,"T-4.6.1 	SILIKAATTIALUSTA",32253,9726,OSASTOLLA,,"T-4.6.1 	SILIKAATTIALUSTA",,,,
Saxifraga flagellaris subsp. stenophylla,,,"T-6.11 	PURONRANNAT",44325,9729,OSASTOLLA,,"T-6.11 	PURONRANNAT",,,,
Saxifraga funstonii,,,"T-5.3 	PURONRANNAT",37754,9730,OSASTOLLA,,"T-5.3 	PURONRANNAT",,,,
Saxifraga geranioides,,,"T-4.5.1 	SILIKAATTIALUSTA",53519,9731,OSASTOLLA,,"T-4.5.1 	SILIKAATTIALUSTA",,,,
Saxifraga hieracifolia,,,"T-2.5.2 	KALKKIALUSTAN SORAIKOT",14779,9733,OSASTOLLA,,"T-2.5.2 	KALKKIALUSTAN SORAIKOT",,,,
Saxifraga hieracifolia,,,"T-2.5.2 	KALKKIALUSTAN SORAIKOT",14781,9733,OSASTOLLA,,"T-2.5.2 	KALKKIALUSTAN SORAIKOT",,,494,
