Plant_Name,English name,Finnish name,Section,hankitaID,taksoni_nro,Status,Notes,Check,,,,
Cleistocactus baumannii,,,"G-HF 	SUKKULENTIT",13963,3169,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Cleistocactus smaragdiflorus,,,"G-HF 	SUKKULENTIT",3305,3170,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Cleistocactus strausii,,,"G-HF 	SUKKULENTIT",3912,3171,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Cleistocactus strausii,,,"G-HF 	SUKKULENTIT",3913,3171,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Clematis alpina,,,"P-O 	PUUTARHAKASVIT OSASTO",29155,3180,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Clematis alpina subsp. alpina,,,"R-O 	ARBORETUM",8076,3181,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis alpina subsp. alpina,,,"T-4.10 	REUNA A",31947,3181,OSASTOLLA,,"T-4.10 	REUNA A",,,,
Clematis alpina subsp. alpina 'Semiplena',,,"P-D 	",14183,3182,OSASTOLLA,,"P-D 	",,,,
Clematis alpina subsp. sibirica,,,"K-3 	LEHTOMAINEN KANGASMETSÃ„",17195,3183,OSASTOLLA,,"K-3 	LEHTOMAINEN KANGASMETSÃ„",,,,
Clematis alpina subsp. sibirica,,,"K-3 	LEHTOMAINEN KANGASMETSÃ„",17196,3183,OSASTOLLA,,"K-3 	LEHTOMAINEN KANGASMETSÃ„",,,,
Clematis alpina subsp. sibirica,,,"R-O 	ARBORETUM",17195,3183,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis alpina subsp. sibirica,,,"R-O 	ARBORETUM",26459,3183,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis alpina subsp. sibirica,,,"R-O 	ARBORETUM",37424,3183,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis alpina subsp. sibirica,,,"S-O 	SYSTEMAATTINEN OSASTO",25488,3183,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Clematis alpina subsp. sibirica,,,"T-3.5 	KOSTEAT NIITYT",32423,3183,OSASTOLLA,,"T-3.5 	KOSTEAT NIITYT",,,,
Clematis alpina subsp. sibirica,,,"T-3.5 	KOSTEAT NIITYT",32424,3183,OSASTOLLA,,"T-3.5 	KOSTEAT NIITYT",,,,
Clematis alpina subsp. sibirica,,,"V-5 	KAHVIHUONEEN SEINUSTA JA VERSTAAN ETU",55588,3183,OSASTOLLA,,"V-5 	KAHVIHUONEEN SEINUSTA JA VERSTAAN ETU",,,,
Clematis alpina subsp. sibirica,,,"V-5 	KAHVIHUONEEN SEINUSTA JA VERSTAAN ETU",55591,3183,OSASTOLLA,,"V-5 	KAHVIHUONEEN SEINUSTA JA VERSTAAN ETU",,,,
Clematis Alpina-ryhmÃ¤,,,"V-1 	PYSÃ„KÃ–INTIALUE",34826,3179,OSASTOLLA,,"V-1 	PYSÃ„KÃ–INTIALUE",,,,
Clematis Alpina-ryhmÃ¤,,,"V-5 	KAHVIHUONEEN SEINUSTA JA VERSTAAN ETU",55589,3179,OSASTOLLA,,"V-5 	KAHVIHUONEEN SEINUSTA JA VERSTAAN ETU",,,,
Clematis Alpina-ryhmÃ¤,,,"V-5 	KAHVIHUONEEN SEINUSTA JA VERSTAAN ETU",55590,3179,OSASTOLLA,,"V-5 	KAHVIHUONEEN SEINUSTA JA VERSTAAN ETU",,,,
Clematis Alpina-ryhmÃ¤,,,"V-5 	KAHVIHUONEEN SEINUSTA JA VERSTAAN ETU",55592,3179,OSASTOLLA,,"V-5 	KAHVIHUONEEN SEINUSTA JA VERSTAAN ETU",,,,
Clematis columbiana,,,"R-O 	ARBORETUM",35577,3185,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis fargesii var. souliei,,,"R-O 	ARBORETUM",37278,3186,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis fusca,,,"R-O 	ARBORETUM",16059,3187,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis fusca,,,"V-4 	PERGOLA",16060,3187,OSASTOLLA,,"V-4 	PERGOLA",,,,
Clematis glauca,,,"R-O 	ARBORETUM",22919,3188,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis integrifolia,,,"S-O 	SYSTEMAATTINEN OSASTO",25489,3192,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Clematis integrifolia,,,"V-2 	ROMEON ETU",34652,3192,OSASTOLLA,,"V-2 	ROMEON ETU",,,,
Clematis koreana,,,"R-O 	ARBORETUM",21570,3193,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis koreana,,,"R-O 	ARBORETUM",26460,3193,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis koreana,,,"V-4 	PERGOLA",21570,3193,OSASTOLLA,,"V-4 	PERGOLA",,,,
Clematis koreana 'Lutea',,,"R-O 	ARBORETUM",38622,3194,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis ligusticifolia,,,"R-O 	ARBORETUM",43011,3195,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis ligusticifolia,,,"V-5 	KAHVIHUONEEN SEINUSTA JA VERSTAAN ETU",36991,3195,OSASTOLLA,,"V-5 	KAHVIHUONEEN SEINUSTA JA VERSTAAN ETU",,,,
Clematis mandschurica,,,"R-O 	ARBORETUM",30662,3198,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis mandschurica,,,"R-O 	ARBORETUM",34651,3198,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis montana  'Elisabeth',,,"G-HE 	LAUHKEA",37628,3199,OSASTOLLA,,"G-HE 	LAUHKEA",,,,
Clematis 'Nikolai Robiscon',,,"V-2 	ROMEON ETU",31862,3173,OSASTOLLA,,"V-2 	ROMEON ETU",,,,
Clematis ochotensis,,Ohotankärhö,"R-O 	ARBORETUM",32378,3200,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis orientalis,,,"R-O 	ARBORETUM",37279,3201,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis orientalis?,,,"V-1 	PYSÃ„KÃ–INTIALUE",34181,3202,OSASTOLLA,,"V-1 	PYSÃ„KÃ–INTIALUE",,,,
Clematis recta,,,"P-O 	PUUTARHAKASVIT OSASTO",50536,3204,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Clematis recta,,,"R-O 	ARBORETUM",26462,3204,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis recta,,,"V-4 	PERGOLA",32377,3204,OSASTOLLA,,"V-4 	PERGOLA",,,,
Clematis 'Rosy O'Grady' (Alpina-ryhmÃ¤),,,"V-4 	PERGOLA",40398,3174,OSASTOLLA,,"V-4 	PERGOLA",,,,
Clematis 'Rosy O'Grady'? (Alpina-ryhmÃ¤),,,"V-4 	PERGOLA",46365,3175,OSASTOLLA,,"V-4 	PERGOLA",,,,
Clematis tangutica,,,"R-O 	ARBORETUM",8079,3208,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis tangutica,,,"R-O 	ARBORETUM",33016,3208,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis tangutica,,,"V-3 	JULIAN ETU",55607,3208,OSASTOLLA,,"V-3 	JULIAN ETU",,,,
Clematis tangutica,,,"X-TA 	TAIMISTO",55301,3208,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Clematis virginiana,,Virginiankärhö,"R-O 	ARBORETUM",33094,3211,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis vitalba,,,"R-O 	ARBORETUM",26468,3212,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis vitalba,,,"T-5.3 	PURONRANNAT",27711,3212,OSASTOLLA,,"T-5.3 	PURONRANNAT",,,,
Clematis viticella,,,"R-O 	ARBORETUM",13483,3213,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Clematis viticella,,,"V-4 	PERGOLA",13483,3213,OSASTOLLA,,"V-4 	PERGOLA",,,,
Clematis viticella,,,"X-TA 	TAIMISTO",13483,3213,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Clerodendrum speciosissimum,,,"G-HA 	TROOPPINEN HUONE",5057,3226,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Clerodendrum thomsoniae,,,"G-HA 	TROOPPINEN HUONE",5259,3227,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Clidemia hirta,,,"G-HO 	KASVIHUONE OSASTO",56214,3233,OSASTOLLA,,"G-HO 	KASVIHUONE OSASTO",,,,
Clivia miniata,,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",635,3238,OSASTOLLA,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",,,,
Clivia miniata,,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",636,3238,OSASTOLLA,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",,,,
Clivia miniata,,,"G-HJ 	JATKOKASVATUS",636,3238,OSASTOLLA,,"G-HJ 	JATKOKASVATUS",,,,
Clivia nobilis,,,"G-HJ 	JATKOKASVATUS",10116,3239,OSASTOLLA,,"G-HJ 	JATKOKASVATUS",,,,
Cnicus benedictus,,,"L-O 	LÃ„Ã„KEKASVI OSASTO",644,3242,E,,"L-O 	LÃ„Ã„KEKASVI OSASTO",,,,
Cnicus benedictus,,,"L-O 	LÃ„Ã„KEKASVI OSASTO",30826,3242,OSASTOLLA,,"L-O 	LÃ„Ã„KEKASVI OSASTO",,,,
Cnidium dubium,,,"S-O 	SYSTEMAATTINEN OSASTO",26936,3246,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Cobaea scandens,,,"P-O 	PUUTARHAKASVIT OSASTO",54818,3247,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Cobaea scandens,,,"S-O 	SYSTEMAATTINEN OSASTO",48012,3247,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Cobaea scandens,,,"S-O 	SYSTEMAATTINEN OSASTO",54818,3247,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Cocculus trilobus,,,"G-HB 	KESÃ„SATEIDEN ALUE",17752,3252,OSASTOLLA,,"G-HB 	KESÃ„SATEIDEN ALUE",,,,
Cochlearia officinalis,,,"S-O 	SYSTEMAATTINEN OSASTO",30317,3254,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Cochlearia officinalis,,,"T-3.2 	SUOLAISET RANNAT",30545,3254,OSASTOLLA,,"T-3.2 	SUOLAISET RANNAT",,,,
Cochlearia officinalis,,,"X-TA 	TAIMISTO",50932,3254,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Cocos nucifera,,,"G-HA 	TROOPPINEN HUONE",55648,3257,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Cocos nucifera,,,"G-HL 	LISÃ„YSHUONE",55648,3257,OSASTOLLA,,"G-HL 	LISÃ„YSHUONE",,,,
Codiaeum variegatum var. pictum,,,"G-HA 	TROOPPINEN HUONE",2392,3258,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Codiaeum variegatum var. pictum,,,"G-HA 	TROOPPINEN HUONE",2393,3258,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Codiaeum variegatum var. pictum 'Bravo',,,"G-HA 	TROOPPINEN HUONE",17391,3259,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Codiaeum variegatum var. pictum 'Hollufiana',,,"G-HA 	TROOPPINEN HUONE",17392,3260,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Codiaeum variegatum var. pictum 'Norma',,,"G-HA 	TROOPPINEN HUONE",17393,3261,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Codonanthe crassifolia,,,"G-HA 	TROOPPINEN HUONE",51189,3262,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Codonopsis clematidea,,,"S-O 	SYSTEMAATTINEN OSASTO",43337,3263,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Codonopsis clematidea,,,"S-O 	SYSTEMAATTINEN OSASTO",55397,3263,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Codonopsis ovata,,,"T-5.2 	PENSASVYÃ–HYKE",17271,3266,OSASTOLLA,,"T-5.2 	PENSASVYÃ–HYKE",,,,
Codonopsis ovata,,,"T-5.2 	PENSASVYÃ–HYKE",57691,3266,OSASTOLLA,,"T-5.2 	PENSASVYÃ–HYKE",,,,
Coelogyne cristata,,,"G-HB 	KESÃ„SATEIDEN ALUE",49296,3268,OSASTOLLA,,"G-HB 	KESÃ„SATEIDEN ALUE",,,,
Coelogyne cristata,,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",49296,3268,OSASTOLLA,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",,,,
Coelogyne huettneriana var. lactea,,,"G-HA 	TROOPPINEN HUONE",34950,3269,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Coelogyne massangeana,,,"G-HA 	TROOPPINEN HUONE",17995,3270,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Coelogyne sp.,,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",17996,3271,OSASTOLLA,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",,,,
Coffea arabica 'Catuai Amarelo',,,"G-HA 	TROOPPINEN HUONE",50448,3274,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Coffea arabica 'Mundo Novo',,,"G-HA 	TROOPPINEN HUONE",50449,3275,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Coffea arabica 'Nana',,,"G-HA 	TROOPPINEN HUONE",55934,3276,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Coffea canephora,,,"G-HA 	TROOPPINEN HUONE",3002,3277,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Coffea pierrei,,,"G-HA 	TROOPPINEN HUONE",18106,3279,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Colchicum (Speciosum-ryhmÃ¤) 'The Giant',,,"P-O 	PUUTARHAKASVIT OSASTO",56711,3283,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Colchicum (Speciosum-ryhmÃ¤) 'The Giant',,,"P-O 	PUUTARHAKASVIT OSASTO",56711,3283,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Colchicum (Speciosum-ryhmÃ¤) 'The Giant',,,"S-O 	SYSTEMAATTINEN OSASTO",22821,3283,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Colchicum autumnale,,,"K-24-4 	VILLIYTYNEITÃ„ PUUTARHAKASVEJA",24569,3284,OSASTOLLA,,"K-24-4 	VILLIYTYNEITÃ„ PUUTARHAKASVEJA",,,,
Colchicum autumnale,,,"K-24-4 	VILLIYTYNEITÃ„ PUUTARHAKASVEJA",24659,3284,OSASTOLLA,,"K-24-4 	VILLIYTYNEITÃ„ PUUTARHAKASVEJA",,,,
Colchicum autumnale,,,"L-O 	LÃ„Ã„KEKASVI OSASTO",23613,3284,OSASTOLLA,,"L-O 	LÃ„Ã„KEKASVI OSASTO",,,,
Colchicum autumnale,,,"S-O 	SYSTEMAATTINEN OSASTO",22816,3284,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Colchicum autumnale,,,"T-4.12 	SEMBRAMETSÃ„ A",673,3284,OSASTOLLA,,"T-4.12 	SEMBRAMETSÃ„ A",,,,
Coleus Blumei-hybr. 'Carafree Jade',,,"G-HA 	TROOPPINEN HUONE",43623,3289,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Coleus Blumei-hybr. 'Masterblendi',,,"G-HA 	TROOPPINEN HUONE",52091,3290,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Coleus Blumei-hybr. 'Masterblendi',,,"G-HL 	LISÃ„YSHUONE",43622,3290,OSASTOLLA,,"G-HL 	LISÃ„YSHUONE",,,,
Coleus Blumei-hybr. 'Masterblendi',,,"G-HL 	LISÃ„YSHUONE",52091,3290,OSASTOLLA,,"G-HL 	LISÃ„YSHUONE",,,,
Coleus Blumei-hybr.'Red Velvet',,,"G-HA 	TROOPPINEN HUONE",40361,3291,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Coleus Blumei-hybr.'Red Velvet',,,"G-HA 	TROOPPINEN HUONE",52092,3291,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Coleus Blumei-hybr.'Red Velvet',,,"G-HL 	LISÃ„YSHUONE",40361,3291,OSASTOLLA,,"G-HL 	LISÃ„YSHUONE",,,,
Coleus Blumei-hybr.'Red Velvet',,,"G-HL 	LISÃ„YSHUONE",52092,3291,OSASTOLLA,,"G-HL 	LISÃ„YSHUONE",,,,
Coleus Blumei-hybr.'Regenbogen Mischung',,,"G-HA 	TROOPPINEN HUONE",47859,3292,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Coleus Blumei-hybr.'Regenbogen Mischung',,,"G-HL 	LISÃ„YSHUONE",47859,3292,OSASTOLLA,,"G-HL 	LISÃ„YSHUONE",,,,
Colletia paradoxa,,,"G-HB 	KESÃ„SATEIDEN ALUE",12503,3296,OSASTOLLA,,"G-HB 	KESÃ„SATEIDEN ALUE",,,,
Colletia paradoxa,,,"G-HB 	KESÃ„SATEIDEN ALUE",45050,3296,OSASTOLLA,,"G-HB 	KESÃ„SATEIDEN ALUE",,,,
Colletia paradoxa,,,"G-HL 	LISÃ„YSHUONE",45050,3296,OSASTOLLA,,"G-HL 	LISÃ„YSHUONE",,,,
Colocasia esculenta,,,"G-HA 	TROOPPINEN HUONE",10117,3298,OSASTOLLA,nimilappu uusittu 2/07,"G-HA 	TROOPPINEN HUONE",,,,
Columnea gloriosa,,,"G-HA 	TROOPPINEN HUONE",9066,3300,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Columnea schiedeana,,,"G-HA 	TROOPPINEN HUONE",17674,3304,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Columnea schiedeana,,,"G-HJ 	JATKOKASVATUS",17674,3304,OSASTOLLA,,"G-HJ 	JATKOKASVATUS",,,,
Columnea sp.,,,"G-HA 	TROOPPINEN HUONE",48799,3305,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Coluria geoides,,,"S-O 	SYSTEMAATTINEN OSASTO",44837,3308,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Coluria geoides,,,"T-5.8 	ALPIINISET KASVIT",22959,3308,OSASTOLLA,,"T-5.8 	ALPIINISET KASVIT",,,,
Colutea arborescens,,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",21624,3309,OSASTOLLA,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",,,,
Comarum palustere,,,"K-13 	NEVA",6176,8529,OSASTOLLA,,"K-13 	NEVA",,,,
Comarum palustere,,,"K-15 	LUHTA",6177,8529,OSASTOLLA,,"K-15 	LUHTA",,,,
Comarum palustere,,,"K-8 	TERVALEPPÃ„KORPI",6175,8529,OSASTOLLA,,"K-8 	TERVALEPPÃ„KORPI",,,,
Comarum palustere,,,"S-O 	SYSTEMAATTINEN OSASTO",55839,8529,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Comarum palustere,,,"X-TA 	TAIMISTO",55839,8529,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Commiphora harveyi,,,"G-HF 	SUKKULENTIT",16816,3316,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Commiphora zanzibarica,,,"G-HB 	KESÃ„SATEIDEN ALUE",16817,3319,OSASTOLLA,,"G-HB 	KESÃ„SATEIDEN ALUE",,,,
Conioselinum tataricum,,,"S-O 	SYSTEMAATTINEN OSASTO",45445,3322,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Conioselinum tataricum,,,"T-2.1 	TUNTURIKOIVIKOT",45445,3322,OSASTOLLA,,"T-2.1 	TUNTURIKOIVIKOT",,,,
Conium maculatum,,,"L-O 	LÃ„Ã„KEKASVI OSASTO",53403,3323,OSASTOLLA,,"L-O 	LÃ„Ã„KEKASVI OSASTO",,,,
Conophytum meyerae f. pole-evansii,,,"G-HO 	KASVIHUONE OSASTO",52946,3331,OSASTOLLA,,"G-HO 	KASVIHUONE OSASTO",,,,
Conophytum taylorianum var. ernianum,,,"G-HO 	KASVIHUONE OSASTO",52945,3334,OSASTOLLA,,"G-HO 	KASVIHUONE OSASTO",,,,
Consolida ajacis,,,"P-O 	PUUTARHAKASVIT OSASTO",56425,3338,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Convallaria keiskei,,,"T-5.3 	PURONRANNAT",32119,3345,OSASTOLLA,,"T-5.3 	PURONRANNAT",,,,
Convallaria majalis,,,"H-11 	TUOKSUAINEKASVIT",695,3346,OSASTOLLA,,"H-11 	TUOKSUAINEKASVIT",,,,
Convallaria majalis,,,"H-12 	VÃ„RIAINEKASVIT",695,3346,OSASTOLLA,,"H-12 	VÃ„RIAINEKASVIT",,,,
Convallaria majalis,,,"H-12 	VÃ„RIAINEKASVIT",695,3346,OSASTOLLA,,"H-12 	VÃ„RIAINEKASVIT",,,,
Convallaria majalis,,,"K-1 	KUIVA KANGASMETSÃ„",694,3346,OSASTOLLA,,"K-1 	KUIVA KANGASMETSÃ„",,,,
Convallaria majalis,,,"K-2 	TUORE KANGASMETSÃ„",694,3346,OSASTOLLA,,"K-2 	TUORE KANGASMETSÃ„",,,,
Convallaria majalis,,,"K-20-4 	PENSAIKKO",695,3346,OSASTOLLA,,"K-20-4 	PENSAIKKO",,,,
Convallaria majalis,,,"K-23-2 	RANTAHIETIKKO (DYYNI)",40551,3346,OSASTOLLA,,"K-23-2 	RANTAHIETIKKO (DYYNI)",,,,
Convallaria majalis,,,"K-23-5 	RANTANIITTY",50870,3346,OSASTOLLA,,"K-23-5 	RANTANIITTY",,,,
Convallaria majalis,,,"K-3 	LEHTOMAINEN KANGASMETSÃ„",694,3346,OSASTOLLA,,"K-3 	LEHTOMAINEN KANGASMETSÃ„",,,,
Convallaria majalis,,,"K-5 	PUOLILEHTO",694,3346,OSASTOLLA,,"K-5 	PUOLILEHTO",,,,
Convallaria majalis,,,"K-6-1 	KUIVA LEHTO",694,3346,OSASTOLLA,,"K-6-1 	KUIVA LEHTO",,,,
Convallaria majalis,,,"K-6-2 	TUORE JA KOSTEA LEHTO",40551,3346,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Convallaria majalis,,,"K-6-2 	TUORE JA KOSTEA LEHTO",43785,3346,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Convallaria majalis,,,"K-7 	LEHTONIITTY",694,3346,OSASTOLLA,,"K-7 	LEHTONIITTY",,,,
Convallaria majalis,,,"K-7 	LEHTONIITTY",695,3346,OSASTOLLA,,"K-7 	LEHTONIITTY",,,,
Convallaria majalis,,,"K-7 	LEHTONIITTY",696,3346,OSASTOLLA,,"K-7 	LEHTONIITTY",,,,
Convallaria majalis,,,"L-O 	LÃ„Ã„KEKASVI OSASTO",695,3346,OSASTOLLA,,"L-O 	LÃ„Ã„KEKASVI OSASTO",,,,
Convallaria majalis,,,"P-A 	",695,3346,OSASTOLLA,,"P-A 	",,,,
Convallaria majalis,,,"S-O 	SYSTEMAATTINEN OSASTO",694,3346,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Convallaria majalis (Haaparannasta),,,"P-O 	PUUTARHAKASVIT OSASTO",54077,3347,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Convolvulus arvensis,,,"K-24-1 	PELTOJEN JA PUUTARHOJEN RIKKARUOHOJA",39841,3349,OSASTOLLA,,"K-24-1 	PELTOJEN JA PUUTARHOJEN RIKKARUOHOJA",,,,
Convolvulus arvensis,,,"S-O 	SYSTEMAATTINEN OSASTO",36370,3349,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Convolvulus arvensis,,,"S-O 	SYSTEMAATTINEN OSASTO",53270,3349,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Conyza canadensis,,,"K-24-7 	TIE- JA RATAVIERIKASVEJA",35866,3353,OSASTOLLA,,"K-24-7 	TIE- JA RATAVIERIKASVEJA",,,,
Copiapoa barquitensis,,,"G-HF 	SUKKULENTIT",3965,3357,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Coprosma baueri,,,"G-HB 	KESÃ„SATEIDEN ALUE",18280,3359,OSASTOLLA,,"G-HB 	KESÃ„SATEIDEN ALUE",,,,
Corchorus capsularis,,,"G-HO 	KASVIHUONE OSASTO",56234,3362,OSASTOLLA,,"G-HO 	KASVIHUONE OSASTO",,,,
Corchorus olitorius,,,"G-HA 	TROOPPINEN HUONE",43904,3363,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Corchorus olitorius,,,"G-HL 	LISÃ„YSHUONE",43904,3363,OSASTOLLA,,"G-HL 	LISÃ„YSHUONE",,,,
Cordia myxa,,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",16780,3365,OSASTOLLA,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",,,,
Cordyline fruticosa,,,"G-HA 	TROOPPINEN HUONE",2504,3368,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Cordyline fruticosa 'Red Edge',,,"G-HA 	TROOPPINEN HUONE",17418,3369,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Cordyline stricta,,,"G-HB 	KESÃ„SATEIDEN ALUE",2506,3372,OSASTOLLA,,"G-HB 	KESÃ„SATEIDEN ALUE",,,,
Coreopsis tinctoria,,,"P-O 	PUUTARHAKASVIT OSASTO",48010,3379,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Coriandrum sativum,,,"H-O 	HYÃ–TYKASVI OSASTO",57441,3382,OSASTOLLA,,"H-O 	HYÃ–TYKASVI OSASTO",,,,
Coriandrum sativum,,,"L-O 	LÃ„Ã„KEKASVI OSASTO",49377,3382,OSASTOLLA,,"L-O 	LÃ„Ã„KEKASVI OSASTO",,,,
Coriaria myrtifolia,,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",13615,3386,OSASTOLLA,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",,,,
Cornus alba,,,"R-O 	ARBORETUM",15882,3390,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Cornus alba,,,"R-O 	ARBORETUM",37316,3390,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Cornus alba,,,"T-5.3 	PURONRANNAT",22892,3390,OSASTOLLA,,"T-5.3 	PURONRANNAT",,,,
Cornus alba 'Argenteomarginata',,,"P-O 	PUUTARHAKASVIT OSASTO",46526,3391,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Cornus alba 'Sibirica',,,"R-O 	ARBORETUM",26107,3393,OSASTOLLA,,"R-O 	ARBORETUM",,,,
